dosen_fasilkom,h_index,full_name,id_author,keyword,sum_paper
yes,7,Zainal A.Hasibuan,57203922071,learning process,2
yes,7,Zainal A.Hasibuan,57203922071,ict,2
yes,7,Zainal A.Hasibuan,57203922071,distributed computer systems,2
no,4,Andreas Febrian,36987333000,diseases,2
yes,7,Zainal A.Hasibuan,57203922071,competitive advantage,2
no,4,Dwiza Riana,56242366200,inflammatory cells,2
no,2,Novian Habibie,57188972794,image segmentation,2
no,2,Novian Habibie,57188972794,random processes,2
yes,7,Zainal A.Hasibuan,57203922071,semantic web,2
yes,6,R. Yugo Kartono Isal,6507865865,learning management system,2
yes,6,R. Yugo Kartono Isal,6507865865,entropy coding,2
yes,6,R. Yugo Kartono Isal,6507865865,burrows-wheeler transform,2
no,2,Meidi Kosandi,55648638200,intention to participate,2
no,2,Meidi Kosandi,55648638200,developing country,2
no,2,Meidi Kosandi,55648638200,social cognitive theory,2
yes,6,R. Yugo Kartono Isal,6507865865,word-based model,2
no,2,Meidi Kosandi,55648638200,sem,2
no,2,Meidi Kosandi,55648638200,social media,2
yes,6,R. Yugo Kartono Isal,6507865865,moodle,2
yes,1,Muhammad Mishbah,57201979474,prisma,2
yes,1,Dadan Hardianto,6504731736,machine learning,2
yes,6,R. Yugo Kartono Isal,6507865865,scele,2
yes,6,R. Yugo Kartono Isal,6507865865,data compression,2
yes,6,R. Yugo Kartono Isal,6507865865,user experience,2
no,3,Mujiono Sadikin,55440223300,natural language processing,2
no,5,Ibnu Sina,55647163666,hole filling algorithm,2
yes,2,Suryana Setiawan,56110326700,bioinformatics,2
yes,2,Siti Aminah,57201080360,ontology,2
yes,2,Suryana Setiawan,56110326700,grid systems,2
yes,2,Suryana Setiawan,56110326700,membrane computing,2
yes,1,Dadan Hardianto,6504731736,deep learning,2
no,6,Elly Matul Imah,54973804500,svm,2
no,2,Novian Habibie,57188972794,monitoring,2
no,6,Elly Matul Imah,54973804500,trichloroethylene,2
no,0,Solikin,57194213010,ahp,2
no,0,Solikin,57194213010,cloud computing,2
yes,7,Zainal A.Hasibuan,57203922071,indonesia,2
no,6,Elly Matul Imah,54973804500,wavelet algorithms,2
no,6,Elly Matul Imah,54973804500,three component,2
no,6,Elly Matul Imah,54973804500,robust algorithm,2
no,6,Elly Matul Imah,54973804500,electrocardiogram signal,2
no,6,Elly Matul Imah,54973804500,amglvq,2
no,6,Elly Matul Imah,54973804500,back-propagation,2
no,6,Elly Matul Imah,54973804500,anesthetics,2
no,6,Elly Matul Imah,54973804500,electrocardiography,2
no,6,Elly Matul Imah,54973804500,mouse liver,2
yes,2,Laksmita Rahadianti,55513678400,semantic keyword selection,2
yes,2,Laksmita Rahadianti,55513678400,video annotation,2
no,6,Elly Matul Imah,54973804500,heart beats,2
no,6,Elly Matul Imah,54973804500,data preprocessing,2
no,6,Elly Matul Imah,54973804500,feature extraction and selection,2
no,6,Elly Matul Imah,54973804500,ecg signals,2
yes,1,Dadan Hardianto,6504731736,sign language,2
no,6,Elly Matul Imah,54973804500,diseases,2
no,24,L. M. Pereira,7201962404,computational logic,2
no,24,L. M. Pereira,7201962404,proof of concept,2
no,24,L. M. Pereira,7201962404,prolog (programming language),2
yes,4,Qorib Munajat,57190865720,information sharing,2
yes,7,Indra Budi,14021131100,tam,2
yes,7,Indra Budi,14021131100,information use,2
yes,9,Harry Budi Santoso,55396730800,personalizations,2
yes,7,Indra Budi,14021131100,linguistics,2
yes,7,Indra Budi,14021131100,data integration,2
yes,7,Indra Budi,14021131100,svm,2
yes,2,Ade Azurat,8980537200,abstract behavioral specification,2
yes,7,Indra Budi,14021131100,instagram,2
yes,2,Ade Azurat,8980537200,delta-oriented programming,2
yes,7,Indra Budi,14021131100,systematic review,2
yes,2,Ade Azurat,8980537200,behavioral specification,2
yes,9,Harry Budi Santoso,55396730800,system usability scale,2
yes,7,Indra Budi,14021131100,named entity recognition,2
yes,7,Indra Budi,14021131100,text mining,2
yes,2,Ade Azurat,8980537200,computer software,2
yes,2,Ade Azurat,8980537200,software design,2
yes,2,Ade Azurat,8980537200,modeling languages,2
yes,9,Harry Budi Santoso,55396730800,learning type,2
no,5,Grafika Jati,55490339500,compression,2
yes,2,Ade Azurat,8980537200,information use,2
yes,9,Harry Budi Santoso,55396730800,online discussion,2
yes,9,Harry Budi Santoso,55396730800,community of inquiry,2
yes,7,Indra Budi,14021131100,deep learning,2
yes,9,Harry Budi Santoso,55396730800,reliability,2
no,3,Mira Suryani,56118930500,indonesia open educational resources,2
no,2,A. A.Gede Yudhi Paramartha,56596678800,ontology,2
no,2,A. A.Gede Yudhi Paramartha,56596678800,semantic web,2
no,6,Muladno,7409597642,definition,2
no,6,Muladno,7409597642,hermeneutic,2
no,3,Mira Suryani,56118930500,learning systems,2
no,3,Mira Suryani,56118930500,cloud computing,2
yes,9,Harry Budi Santoso,55396730800,collaborative learning,2
no,3,Mira Suryani,56118930500,learning contents,2
no,3,Mira Suryani,56118930500,personalizations,2
no,3,Mira Suryani,56118930500,adaptive learning,2
yes,7,Indra Budi,14021131100,knowledge management,2
no,2,Khoirunnida,57202132579,intention to participate,2
no,2,Khoirunnida,57202132579,social cognitive theory,2
no,2,Khoirunnida,57202132579,e-participation,2
no,2,Khoirunnida,57202132579,sem,2
yes,9,Harry Budi Santoso,55396730800,students,2
yes,9,Harry Budi Santoso,55396730800,human computer interaction,2
yes,9,Harry Budi Santoso,55396730800,literature studies,2
yes,9,Harry Budi Santoso,55396730800,maturity,2
yes,9,Harry Budi Santoso,55396730800,usability,2
no,5,Grafika Jati,55490339500,robot operating systems (ros),2
yes,9,Harry Budi Santoso,55396730800,information and communication technology,2
yes,7,Indra Budi,14021131100,prediction,2
no,2,Arfive Gandhi,57188979780,bureaucratic reform,2
yes,7,Indra Budi,14021131100,hate speech detection,2
no,5,Grafika Jati,55490339500,social sciences,2
yes,7,Indra Budi,14021131100,non-parametric,2
no,5,Grafika Jati,55490339500,robots,2
no,5,Grafika Jati,55490339500,particle swarm optimization (pso),2
no,2,Arfive Gandhi,57188979780,certification authority,2
no,2,Arfive Gandhi,57188979780,strategic information systems planning,2
yes,9,Harry Budi Santoso,55396730800,metacognitives,2
yes,7,Indra Budi,14021131100,institutional theory,2
yes,9,Harry Budi Santoso,55396730800,literature reviews,2
no,6,Jan Pidanič,21834743200,single frequency networks,2
no,2,Arfive Gandhi,57188979780,gig worker,2
no,2,Arfive Gandhi,57188979780,gig economy,2
yes,9,Harry Budi Santoso,55396730800,learning goals,2
yes,7,Indra Budi,14021131100,forecast combination,2
yes,7,Indra Budi,14021131100,maximum entropy methods,2
yes,7,Indra Budi,14021131100,e-hajj,2
no,2,Arfive Gandhi,57188979780,public key infrastructure,2
yes,7,Indra Budi,14021131100,emoji,2
no,3,Agus Widodo,36816515600,forecasting methods,2
yes,1,Meganingrum Arista Jiwanggi,57035625100,twitter,2
no,6,Jan Pidanič,21834743200,passive coherent locations,2
no,5,Grafika Jati,55490339500,unmanned aerial vehicles (uav),2
no,3,M. Eka Suryana,55625371200,information systems,2
yes,2,Suci Fadhilah,57189246699,user experience questionnaire,2
yes,2,Suci Fadhilah,57189246699,system usability scale,2
yes,2,Suci Fadhilah,57189246699,user experience,2
yes,2,Suci Fadhilah,57189246699,evaluation,2
yes,7,Indra Budi,14021131100,data sets,2
yes,7,Indra Budi,14021131100,n-gram,2
yes,7,Indra Budi,14021131100,acceptance factor,2
no,6,Jan Pidanič,21834743200,clutter,2
no,5,Grafika Jati,55490339500,electrocardiogram,2
no,3,M. Eka Suryana,55625371200,computer science,2
no,6,Jan Pidanič,21834743200,cross-ambiguity function,2
no,6,Jan Pidanič,21834743200,primary radar system,2
no,6,Jan Pidanič,21834743200,radar cross section,2
yes,7,Indra Budi,14021131100,information extraction,2
no,3,M. Eka Suryana,55625371200,vector quantization,2
no,3,M. Eka Suryana,55625371200,generalized learning vector quantization,2
no,5,Grafika Jati,55490339500,particle swarm optimization,2
no,6,Jan Pidanič,21834743200,reflection,2
no,6,Jan Pidanič,21834743200,wind turbine,2
yes,7,Indra Budi,14021131100,e-portfolio,2
yes,2,Maya Retno Ayu Setyautami,56523330500,information systems,2
yes,4,Qorib Munajat,57190865720,collaborative filtering,2
yes,7,Indra Budi,14021131100,hate speech,2
yes,4,Qorib Munajat,57190865720,information credibility,2
no,8,B. Hardjono,55339290100,detection zones,2
no,5,Arief Ramadhan,53264599300,fahp,2
no,8,B. Hardjono,55339290100,traffic sensors,2
no,8,B. Hardjono,55339290100,emergency traffic control,2
no,5,Arief Ramadhan,53264599300,hermeneutic,2
no,5,Arief Ramadhan,53264599300,definition,2
yes,10,Petrus Mursanto,24176993000,research,2
yes,10,Petrus Mursanto,24176993000,principal component analysis,2
no,4,Robeth Rahmatullah,56032320700,telehealth,2
yes,10,Petrus Mursanto,24176993000,social sciences,2
yes,10,Petrus Mursanto,24176993000,knowledge representation,2
no,5,Arief Ramadhan,53264599300,government data processing,2
no,4,Robeth Rahmatullah,56032320700,hough transforms,2
no,5,Arief Ramadhan,53264599300,social commerce,2
no,5,Arief Ramadhan,53264599300,e-business,2
no,5,Arief Ramadhan,53264599300,purchase intention,2
no,4,Robeth Rahmatullah,56032320700,particle swarm optimization (pso),2
no,5,Arief Ramadhan,53264599300,trust,2
no,5,Arief Ramadhan,53264599300,information systems,2
yes,10,Petrus Mursanto,24176993000,ahp,2
yes,1,Benny Ranti,57191851850,it investment,2
no,8,B. Hardjono,55339290100,closed circuit television,2
no,8,B. Hardjono,55339290100,vehicle speed measurement,2
no,8,B. Hardjono,55339290100,euclidean distance methods,2
no,8,B. Hardjono,55339290100,vehicle detection,2
yes,10,Petrus Mursanto,24176993000,hardware,2
yes,10,Petrus Mursanto,24176993000,fimt-dd,2
yes,10,Petrus Mursanto,24176993000,object recognition,2
yes,10,Petrus Mursanto,24176993000,gaussian mixture model,2
yes,2,Belawati H. Widjaja,24537903000,multiple kernel learning,2
yes,10,Petrus Mursanto,24176993000,network routing,2
yes,10,Petrus Mursanto,24176993000,design,2
yes,2,Belawati H. Widjaja,24537903000,str-dna,2
no,8,B. Hardjono,55339290100,sensors,2
no,4,Ikhsanul Habibie,56032156100,geometry,2
no,8,B. Hardjono,55339290100,hole filling algorithm,2
no,4,Ikhsanul Habibie,56032156100,ellipse detection,2
no,8,B. Hardjono,55339290100,traffic congestion,2
no,8,B. Hardjono,55339290100,vehicles,2
no,8,B. Hardjono,55339290100,gaussian mixture model,2
yes,10,Petrus Mursanto,24176993000,traffic congestion,2
no,4,Ikhsanul Habibie,56032156100,computer science,2
no,4,Ikhsanul Habibie,56032156100,information systems,2
no,8,B. Hardjono,55339290100,traffic jams,2
yes,10,Petrus Mursanto,24176993000,software design,2
yes,1,Benny Ranti,57191851850,online training system,2
yes,1,Benny Ranti,57191851850,ranti's generic is/it business value,2
yes,1,Iis Afriyanti,57194610554,software product line (spl),2
yes,4,Qorib Munajat,57190865720,purchase intention,2
yes,9,Harry Budi Santoso,55396730800,e-government,2
no,2,Handrie Noprisson,57189267265,information management,2
no,4,Andika Yudha Utomo,56454395200,student-centered learning,2
no,2,Handrie Noprisson,57189267265,e-business,2
yes,9,Harry Budi Santoso,55396730800,ontology,2
no,2,Handrie Noprisson,57189267265,purchase intention,2
no,2,Handrie Noprisson,57189267265,trust,2
yes,4,Qorib Munajat,57190865720,indonesia,2
yes,4,Qorib Munajat,57190865720,e-commerce,2
yes,4,Qorib Munajat,57190865720,information quality,2
no,4,Andika Yudha Utomo,56454395200,community of inquiry,2
yes,4,Qorib Munajat,57190865720,instagram,2
yes,2,Maya Retno Ayu Setyautami,56523330500,abstract behavioral specification,2
yes,9,Harry Budi Santoso,55396730800,e-business,2
yes,9,Harry Budi Santoso,55396730800,smes,2
yes,2,Maya Retno Ayu Setyautami,56523330500,delta-oriented programming,2
yes,2,Maya Retno Ayu Setyautami,56523330500,behavioral specification,2
no,1,Ruci Meiyanti,57203138269,e-government,2
yes,2,Maya Retno Ayu Setyautami,56523330500,software product line (spl),2
yes,2,Maya Retno Ayu Setyautami,56523330500,computer software,2
no,2,Handrie Noprisson,57189267265,social commerce,2
yes,9,Harry Budi Santoso,55396730800,indonesia,2
yes,1,Iis Afriyanti,57194610554,ontology,2
no,2,Handrie Noprisson,57189267265,factor analysis,2
no,3,Aprinaldi Jasa Mantau,57202899749,in-vitro fertilization (ivf),2
no,3,Aprinaldi Jasa Mantau,57202899749,ellipse,2
no,3,Aprinaldi Jasa Mantau,57202899749,arc,2
no,7,Sani Muhamad Isa,36806230900,algorithms,2
no,7,Sani Muhamad Isa,36806230900,vector quantization,2
no,2,Handrie Noprisson,57189267265,traditional knowledge,2
no,1,Fariz Ikhwantri,57188987071,semantic segmentation,2
no,3,Aprinaldi Jasa Mantau,57202899749,regression,2
no,7,Sani Muhamad Isa,36806230900,ecg signals,2
no,3,Aprinaldi Jasa Mantau,57202899749,random processes,2
yes,9,Harry Budi Santoso,55396730800,information systems,2
no,3,Aprinaldi Jasa Mantau,57202899749,ellipse detection,2
no,7,Sani Muhamad Isa,36806230900,multirate signal processing,2
no,3,Aprinaldi Jasa Mantau,57202899749,image segmentation,2
no,3,Aprinaldi Jasa Mantau,57202899749,conditional random field,2
no,3,Aprinaldi Jasa Mantau,57202899749,particle swarm optimization (pso),2
no,2,Handrie Noprisson,57189267265,ocai,2
no,3,Aprinaldi Jasa Mantau,57202899749,learning systems,2
no,2,Handrie Noprisson,57189267265,knowledge management strategy,2
no,2,Handrie Noprisson,57189267265,prisma,2
no,3,Agus Widodo,36816515600,ensemble,2
no,3,Agus Widodo,36816515600,forecast combination,2
no,24,L. M. Pereira,7201962404,computer circuits,2
no,10,Benyamin Kusumoputro,11840021200,fragrance mixtures,2
yes,7,Mirna Adriani,35611399700,statistical techniques,2
yes,7,Mirna Adriani,35611399700,geographic information retrieval,2
yes,7,Mirna Adriani,35611399700,named entities,2
yes,7,Mirna Adriani,35611399700,analogical reasoning,2
yes,7,Mirna Adriani,35611399700,subjectivity,2
no,3,Dumilah Ayuningtyas,56461361200,hospital,2
yes,7,Mirna Adriani,35611399700,question answering systems,2
yes,7,Mirna Adriani,35611399700,question answering,2
yes,7,Mirna Adriani,35611399700,automatic question answering,2
no,3,Dumilah Ayuningtyas,56461361200,indonesia,2
yes,7,Mirna Adriani,35611399700,relevant documents,2
yes,6,Yudho Giri Sucahyo,6507465058,artificial intelligence,2
yes,7,Mirna Adriani,35611399700,javanese character,2
yes,6,Yudho Giri Sucahyo,6507465058,pls-sem,2
yes,6,Yudho Giri Sucahyo,6507465058,cloud computing,2
no,2,Hapnes Toba,54791665700,analogical reasoning,2
yes,6,Yudho Giri Sucahyo,6507465058,it governance,2
yes,7,Mirna Adriani,35611399700,opinion mining,2
yes,6,Yudho Giri Sucahyo,6507465058,evaluation,2
yes,6,Yudho Giri Sucahyo,6507465058,analytic hierarchy process,2
yes,6,Yudho Giri Sucahyo,6507465058,information management,2
yes,7,Mirna Adriani,35611399700,bilingual tasks,2
yes,7,Mirna Adriani,35611399700,cross language information retrieval,2
yes,7,Mirna Adriani,35611399700,language resources,2
no,1,Nurtami Soedarsono,57205093240,dna profile,2
no,10,Benyamin Kusumoputro,11840021200,fuzzy sets,2
no,10,Benyamin Kusumoputro,11840021200,sensor arrays,2
yes,6,Alfan Farizki Wicaksono,55522888300,indonesian languages,2
yes,6,Alfan Farizki Wicaksono,55522888300,text mining,2
no,8,Rahmat Widyanto,8921529200,artificial intelligence,2
yes,6,Alfan Farizki Wicaksono,55522888300,text processing,2
yes,6,Alfan Farizki Wicaksono,55522888300,machine learning approaches,2
yes,6,Alfan Farizki Wicaksono,55522888300,customer satisfaction,2
no,0,Nasikhin,35105443100,geographic information retrieval,2
yes,6,Alfan Farizki Wicaksono,55522888300,opinion mining,2
yes,7,Mirna Adriani,35611399700,transitive translation,2
no,0,Maria Susan Anggreainy,57200074279,str-dna,2
no,0,Maria Susan Anggreainy,57200074279,fuzzy inference,2
no,0,Maria Susan Anggreainy,57200074279,similarity,2
no,2,Harry Tursulistyono Yani Achsan,56127179900,data mining,2
no,2,Harry Tursulistyono Yani Achsan,56127179900,web database,2
yes,7,Mirna Adriani,35611399700,query translations,2
yes,7,Mirna Adriani,35611399700,query expansion.,2
yes,7,Mirna Adriani,35611399700,web retrieval,2
yes,7,Mirna Adriani,35611399700,web tasks,2
no,2,Hapnes Toba,54791665700,passage retrieval,2
no,2,Hapnes Toba,54791665700,question answering system,2
yes,6,Yudho Giri Sucahyo,6507465058,model,2
yes,6,Yudho Giri Sucahyo,6507465058,traditional knowledge,2
yes,6,Yudho Giri Sucahyo,6507465058,gig economy,2
yes,6,Yudho Giri Sucahyo,6507465058,gig worker,2
no,2,Syandra P. Sari,23393545800,translation (languages),2
yes,7,Mirna Adriani,35611399700,wikipedia,2
no,2,Syandra P. Sari,23393545800,computational linguistics,2
yes,7,Mirna Adriani,35611399700,indonesian,2
yes,6,Yudho Giri Sucahyo,6507465058,qualitative,2
yes,7,Mirna Adriani,35611399700,data structures,2
yes,7,Mirna Adriani,35611399700,rule based,2
yes,6,Yudho Giri Sucahyo,6507465058,bureaucratic reform,2
yes,6,Yudho Giri Sucahyo,6507465058,association rules mining,2
yes,6,Yudho Giri Sucahyo,6507465058,electronic government,2
yes,6,Yudho Giri Sucahyo,6507465058,strategic information systems planning,2
yes,6,Yudho Giri Sucahyo,6507465058,certification authority,2
yes,6,Yudho Giri Sucahyo,6507465058,ipv6,2
yes,7,Mirna Adriani,35611399700,indonesian languages,2
yes,7,Mirna Adriani,35611399700,natural language processing,2
no,24,L. M. Pereira,7201962404,information use,2
yes,7,Mirna Adriani,35611399700,conditional random field,2
no,24,L. M. Pereira,7201962404,decision making,2
yes,6,Yudho Giri Sucahyo,6507465058,public key infrastructure,2
yes,6,Yudho Giri Sucahyo,6507465058,togaf,2
yes,7,Mirna Adriani,35611399700,sentence classifications,2
yes,7,Mirna Adriani,35611399700,image retrieval,2
no,2,Hapnes Toba,54791665700,query expansion,2
yes,6,Yudho Giri Sucahyo,6507465058,surveys,2
yes,7,Mirna Adriani,35611399700,recurrent neural network (rnns),2
yes,6,Yudho Giri Sucahyo,6507465058,critical success factor,2
yes,7,Mirna Adriani,35611399700,relation extraction,2
yes,6,Yudho Giri Sucahyo,6507465058,government data processing,2
yes,7,Mirna Adriani,35611399700,linguistic knowledge,2
yes,6,Yudho Giri Sucahyo,6507465058,implementation,2
yes,6,Yudho Giri Sucahyo,6507465058,component,2
yes,6,Yudho Giri Sucahyo,6507465058,data structures,2
no,2,Syandra P. Sari,23393545800,machine translation,2
yes,6,Yudho Giri Sucahyo,6507465058,ontology engineering,2
yes,7,Mirna Adriani,35611399700,word segmentation,2
yes,6,Yudho Giri Sucahyo,6507465058,meta-ethnography,2
no,2,Syandra P. Sari,23393545800,transitive translation,2
